art_code	category	sub_category	link	product_id	title	status
TMP-1303	All Art Prints | Deals &amp; Discounts | Digital Canvas Prints	Abstract Art | Hindu Deities | Tirupati Balaji	https://theartframer.us/product/balaji-abstract-gold-canvas-wall-art/	31456	Balaji Abstract Gold Canvas Wall Art 3×4 Feet – Floating Frame – Premium Digital Canvas Print – Living Room & Home Spiritual Wall Décor	publish
TMP-1304	All Art Prints | Deals &amp; Discounts | Digital Canvas Prints	Hindu Deities	https://theartframer.us/product/krishna-cowherd-modern-art-canvas-wall-art/	31527	Krishna Cowherd Modern Art Canvas Wall Art 3×4 Feet – Floating Frame – Premium Digital Canvas Print – Living Room & Home Spiritual Wall Décor	publish
TMP-1305	All Art Prints | Deals &amp; Discounts | Digital Canvas Prints	Hindu Deities	https://theartframer.us/product/kodanda-rama-utsavam-canvas-wall-art/	31588	Kodanda Rama Utsavam Canvas Wall Art 3×4 Feet – Floating Frame – Premium Digital Canvas Print – Living Room & Home Spiritual Wall Décor	publish
TA - 210003-3060	All Art Prints | Deals &amp; Discounts | Digital Canvas Prints	Landscapes	https://theartframer.us/product/varanasi-teal-poster-canvas-wall-art/	31713	Varanasi Teal Poster Canvas Wall Art 3×4 Feet – Floating Frame – Premium Digital Canvas Print – Living Room & Home Spiritual Wall Décor	publish
RK - 010018-3050	All Art Prints | Deals &amp; Discounts | Digital Canvas Prints	Radha Krishna	https://theartframer.us/product/radha-krishna-mosaic-art-canvas-wall-art/	31772	Radha Krishna Mosaic Art Canvas Wall Art 3×4 Feet – Floating Frame – Premium Digital Canvas Print – Living Room & Home Spiritual Wall Décor	publish
RK - 010033-3050	All Art Prints | Deals &amp; Discounts | Digital Canvas Prints	Hindu Deities	https://theartframer.us/product/krishna-flute-panorama-canvas-wall-art/	31829	Krishna Flute Panorama Canvas Wall Art 3×4 Feet – Floating Frame – Premium Digital Canvas Print – Living Room & Home Spiritual Wall Décor	publish
TP - 050013-5030	All Art Prints | Deals &amp; Discounts | Digital Canvas Prints	Hindu Deities	https://theartframer.us/product/lord-vishnu-golden-halo-canvas-wall-art/	31890	Lord Vishnu Golden Halo Canvas Wall Art 3×4 Feet – Floating Frame – Premium Digital Canvas Print – Living Room & Home Spiritual Wall Décor	publish
TMP-1162	All Art Prints | Deals &amp; Discounts | Personalised Prints		https://theartframer.us/product/the-golden-sardar-gold-foiled-uv-canvas-art-3x4-feet/	33278	The Golden Sardar Canvas Wall Art 3×4 Feet	publish
TMP-1163	All Art Prints | Deals &amp; Discounts | Personalised Prints		https://theartframer.us/product/namaste-henna-hands-gold-foiled-uv-canvas-art-3x5-feet/	33285	Namaste Henna Hands Canvas Wall Art 3×5 Feet	publish
TMP-1164	All Art Prints | Deals &amp; Discounts | Personalised Prints		https://theartframer.us/product/rhythm-in-orange-gold-foiled-uv-canvas-art-3x2-feet/	33291	Rhythm In Orange Canvas Wall Art 3×4 Feet	publish
TMP-1165	All Art Prints | Deals &amp; Discounts | Personalised Prints	Indian Culture	https://theartframer.us/product/classical-dance-duo-portrait-gold-foiled-uv-canvas-art-3x4-feet/	33292	Classical Dance Duo Portrait Canvas Wall Art 3×4 Feet	publish
TMP-1166	All Art Prints | Deals &amp; Discounts | Personalised Prints		https://theartframer.us/product/dance-duet-on-stage-gold-foiled-uv-canvas-art-3x4-feet/	33294	Dance Duet On Stage Canvas Wall Art 3×4 Feet	publish
TMP-1167	All Art Prints | Deals &amp; Discounts | Personalised Prints		https://theartframer.us/product/dance-portrait-showcase-gold-foiled-uv-canvas-art-3x4-feet/	33296	Dance Portrait Showcase Canvas Wall Art 3×4 Feet	publish
TMP-1168	All Art Prints | Deals &amp; Discounts | Personalised Prints		https://theartframer.us/product/dancer-with-temple-lamp-gold-foiled-uv-canvas-art-3x2-feet/	33298	Dancer With Temple Lamp Canvas Wall Art 4×3 Feet	publish
TMP-1169	All Art Prints | Deals &amp; Discounts | Personalised Prints		https://theartframer.us/product/dancers-with-their-portrait-gold-foiled-uv-canvas-art-3x4-feet/	33300	Dancers With Their Portrait Canvas Wall Art 3×4 Feet	publish
TMP-1170	All Art Prints | Deals &amp; Discounts | Personalised Prints		https://theartframer.us/product/sunset-shore-dance-duet-gold-foiled-uv-canvas-art-3x2-feet/	33302	Sunset Shore Dance Duet Canvas Wall Art 4×3 Feet	publish
TMP-1171	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/a5-flyer-printing-full-colour-double-sided-leaflets-for-promotions-and-product-launches/	33420	A5 Flyer Printing | Full-Colour Double-Sided Leaflets for Promotions and Product Launches	publish
TMP-1172	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/birthday-banner-standee-with-stand-personalised-celebration-roll-up-display/	33422	Birthday Banner Standee with Stand | Personalised Celebration Roll-Up Display	publish
TMP-1173	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/grand-opening-roll-up-banner-branded-pull-up-display-for-store-launches-and-openings/	33423	Grand Opening Roll-Up Banner | Branded Pull-Up Display for Store Launches and Openings	publish
TMP-1174	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/waterproof-vinyl-stickers-kiss-cut-labels-custom-brand-decals-in-any-shape/	33424	Waterproof Vinyl Stickers & Kiss-Cut Labels | Custom Brand Decals in Any Shape	publish
TMP-1175	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/hanging-event-banners-large-format-ceiling-and-pole-banners-for-arenas-and-venues/	33426	Hanging Event Banners | Large-Format Ceiling and Pole Banners for Arenas and Venues	publish
TMP-1176	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/step-and-repeat-media-wall-branded-photo-backdrop-for-press-events-and-exhibitions/	33428	Step-and-Repeat Media Wall | Branded Photo Backdrop for Press, Events and Exhibitions	publish
TMP-1177	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/personalised-wedding-backdrop-printed-fabric-photo-wall-for-receptions-and-showers/	33430	Personalised Wedding Backdrop | Printed Fabric Photo Wall for Receptions and Showers	publish
TMP-1178	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/acrylic-qr-wi-fi-display-stand-printed-counter-sign-for-reviews-socials-and-guest-wi-fi/	33432	Acrylic QR & Wi-Fi Display Stand | Printed Counter Sign for Reviews, Socials and Guest Wi-Fi	publish
TMP-1179	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/membership-loyalty-cards-premium-printed-cards-with-foil-numbering-and-barcodes/	33434	Membership & Loyalty Cards | Premium Printed Cards with Foil, Numbering and Barcodes	publish
TMP-1180	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/presentation-folders-envelopes-branded-corporate-document-folders-with-foil-detail/	33436	Presentation Folders & Envelopes | Branded Corporate Document Folders with Foil Detail	publish
TMP-1181	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/bridal-shower-backdrop-tapestry-printed-fabric-banner-with-calligraphy-and-botanical-art/	33437	Bridal Shower Backdrop Tapestry | Printed Fabric Banner with Calligraphy and Botanical Art	publish
TMP-1182	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/ethnic-print-jute-tote-bag-reusable-branded-shopper-with-contrast-handles/	33439	Ethnic Print Jute Tote Bag | Reusable Branded Shopper with Contrast Handles	publish
TMP-1183	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/gold-foil-business-cards-heavyweight-cards-with-metallic-foil-stamping/	33440	Gold Foil Business Cards | Heavyweight Cards with Metallic Foil Stamping	publish
TMP-1184	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/outdoor-pylon-business-sign-freestanding-post-mounted-signage-for-premises-and-forecourts/	33442	Outdoor Pylon Business Sign | Freestanding Post-Mounted Signage for Premises and Forecourts	publish
TMP-1185	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/exhibition-table-cover-banner-set-coordinated-trade-stand-package-for-conferences/	33443	Exhibition Table Cover & Banner Set | Coordinated Trade-Stand Package for Conferences	publish
TMP-1186	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/full-colour-commercial-printing-brochures-folders-cards-and-corporate-collateral/	33444	Full-Colour Commercial Printing | Brochures, Folders, Cards and Corporate Collateral	publish
TMP-1187	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/led-light-box-sign-illuminated-shopfront-and-reception-display/	33445	LED Light Box Sign | Illuminated Shopfront and Reception Display	publish
TMP-1188	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/printed-table-cloths-full-colour-branded-covers-for-events-and-trade-stands/	33446	Printed Table Cloths | Full-Colour Branded Covers for Events and Trade Stands	publish
TMP-1189	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/marketing-print-pack-complete-business-collateral-set-for-campaigns-and-mailings/	33447	Marketing Print Pack | Complete Business Collateral Set for Campaigns and Mailings	publish
TMP-1190	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/personalised-logo-jute-tote-bag-branded-corporate-gift-and-event-giveaway/	33448	Personalised Logo Jute Tote Bag | Branded Corporate Gift and Event Giveaway	publish
TMP-1191	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/foil-stamped-training-certificates-personalised-award-and-completion-certificates/	33449	Foil-Stamped Training Certificates | Personalised Award and Completion Certificates	publish
TMP-1192	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/raised-foil-loyalty-cards-soft-touch-black-cards-with-metallic-raised-print/	33450	Raised Foil Loyalty Cards | Soft-Touch Black Cards with Metallic Raised Print	publish
TMP-1193	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/roll-up-banner-display-set-multiple-coordinated-pull-up-banners-for-corridors-and-foyers/	33451	Roll-Up Banner Display Set | Multiple Coordinated Pull-Up Banners for Corridors and Foyers	publish
TMP-1194	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/line-art-canvas-tote-bags-minimal-printed-cotton-shoppers-for-retail-and-gifting/	33452	Line Art Canvas Tote Bags | Minimal Printed Cotton Shoppers for Retail and Gifting	publish
TMP-1195	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/projecting-shop-sign-double-sided-bracket-sign-for-storefronts-and-walkways/	33454	Projecting Shop Sign | Double-Sided Bracket Sign for Storefronts and Walkways	publish
TMP-1196	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/custom-vinyl-store-banner-heavy-duty-weatherproof-pvc-advertising-banner/	33455	Custom Vinyl Store Banner | Heavy-Duty Weatherproof PVC Advertising Banner	publish
TMP-1197	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/exhibition-booth-table-backdrop-complete-branded-stand-package-for-conferences/	33456	Exhibition Booth Table & Backdrop | Complete Branded Stand Package for Conferences	publish
TMP-1198	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/wayfinding-directional-signs-interior-and-exterior-navigation-signage-systems/	33458	Wayfinding & Directional Signs | Interior and Exterior Navigation Signage Systems	publish
TMP-1199	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/weatherproof-outdoor-poster-stand-lockable-forecourt-display-for-retail-promotions/	33459	Weatherproof Outdoor Poster Stand | Lockable Forecourt Display for Retail Promotions	publish
TMP-1200	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/personalised-welcome-standee-printed-event-sign-for-birthdays-weddings-and-receptions/	33461	Personalised Welcome Standee | Printed Event Sign for Birthdays, Weddings and Receptions	publish
TMP-1201	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/round-business-cards-custom-die-cut-circular-cards-with-qr-and-foil-options/	33462	Round Business Cards | Custom Die-Cut Circular Cards with QR and Foil Options	publish
TMP-1202	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/custom-certificate-printing-foil-and-embossed-certificates-on-premium-stock/	33463	Custom Certificate Printing | Foil and Embossed Certificates on Premium Stock	publish
TMP-1203	All Art Prints | Corporate Printing | Deals &amp; Discounts		https://theartframer.us/product/heat-transfer-jute-tote-bags-named-favour-bags-with-bamboo-handles-for-events/	33464	Heat Transfer Jute Tote Bags | Named Favour Bags with Bamboo Handles for Events	publish
